Date,Time,TargetTemp,ActualTemp,System,SystemAge,BuildingID
6/14/13,1:13:20,70,68,6,1,1
6/15/13,2:13:20,70,57,7,12,6
6/16/13,3:13:20,67,55,11,16,12
6/17/13,4:13:20,70,55,17,17,19
6/18/13,5:13:20,70,58,6,17,19
6/19/13,6:13:20,69,75,9,21,6
6/20/13,7:13:20,69,75,13,14,16
6/21/13,8:13:20,69,55,1,8,14
6/22/13,9:13:20,65,68,15,20,3
6/23/13,10:13:20,65,63,5,22,19
6/24/13,11:13:20,65,65,19,24,2
6/25/13,12:13:20,68,55,14,5,20
6/26/13,13:13:20,68,67,18,28,9
6/27/13,14:13:20,66,75,4,30,14
6/28/13,15:13:20,65,62,8,23,17
6/29/13,16:13:20,70,77,7,24,2
6/30/13,17:13:20,65,57,17,9,12
6/1/13,18:13:20,68,65,7,21,12
6/2/13,19:13:20,65,72,4,1,13
6/3/13,20:13:20,66,67,18,20,6
6/4/13,21:13:20,68,65,4,21,15
6/5/13,22:13:20,67,73,18,19,7
6/6/13,23:13:20,70,70,13,3,5
6/7/13,0:33:07,68,72,18,8,1
6/8/13,1:33:07,70,80,16,24,9
6/9/13,2:33:07,67,76,16,23,9
6/10/13,3:33:07,69,79,10,29,15
6/11/13,4:33:07,66,70,18,18,11
6/12/13,5:33:07,65,70,17,6,6
6/13/13,6:33:07,66,78,9,11,7
6/14/13,7:33:07,65,60,13,21,16
6/15/13,8:33:07,68,65,10,20,10
6/16/13,9:33:07,69,79,7,8,13
6/17/13,10:33:07,68,65,4,25,16
6/18/13,11:33:07,69,64,1,9,13
6/19/13,12:33:07,69,55,7,5,10
6/20/13,13:33:07,67,59,2,15,3
6/21/13,14:33:07,70,64,8,17,3
6/22/13,15:33:07,67,76,6,9,11
6/23/13,16:33:07,70,68,7,1,16
6/24/13,17:33:07,70,80,6,28,17
6/25/13,18:33:07,70,66,20,20,12
6/26/13,19:33:07,68,68,11,12,19
6/27/13,20:33:07,65,80,5,4,9
6/28/13,21:33:07,70,79,4,21,14
6/29/13,22:33:07,70,64,6,12,6
6/30/13,23:33:07,69,60,10,9,2
6/1/13,0:00:01,69,60,5,8,7
6/2/13,1:00:01,67,74,3,10,16
6/3/13,2:00:01,68,80,4,13,15
6/4/13,3:00:01,69,71,13,28,7
6/5/13,4:00:01,70,68,2,26,3
6/6/13,5:00:01,68,59,15,8,11
6/7/13,6:00:01,70,63,3,27,13
6/8/13,7:00:01,67,78,17,6,19
6/9/13,8:00:01,66,67,12,17,4
6/10/13,9:00:01,67,67,2,8,17
6/11/13,10:00:01,69,60,11,29,4
6/12/13,11:00:01,70,63,14,6,7
6/13/13,12:00:01,70,60,19,16,6
6/14/13,13:00:01,69,78,6,26,2
6/15/13,14:00:01,65,71,7,4,6
6/16/13,15:00:01,70,55,18,5,14
6/17/13,16:00:01,69,68,16,4,12
6/18/13,17:00:01,68,61,10,25,1
6/19/13,18:00:01,65,57,20,5,10
6/20/13,19:00:01,66,67,1,10,15
6/21/13,20:00:01,67,72,14,29,9
6/22/13,21:00:01,69,70,9,7,4
6/23/13,22:00:01,68,59,17,24,17
6/24/13,23:00:01,66,76,15,16,19
6/25/13,0:13:19,69,66,4,13,9
6/26/13,1:13:19,69,59,7,15,2
6/27/13,2:13:19,70,67,9,8,17
6/28/13,3:13:19,66,59,20,27,20
6/29/13,4:13:19,65,70,13,5,20
6/30/13,5:13:19,67,61,10,20,9
6/1/13,6:13:19,69,64,9,28,7
6/2/13,7:13:19,67,71,15,2,7
6/3/13,8:13:19,70,61,4,5,20
6/4/13,9:13:19,65,56,1,6,5
6/5/13,10:13:19,65,77,20,15,19
6/6/13,11:13:19,65,66,8,20,18
6/7/13,12:13:19,67,60,20,10,4
6/8/13,13:13:19,68,67,7,18,17
6/9/13,14:13:19,68,80,5,9,7
6/10/13,15:13:19,68,57,2,1,17
6/11/13,16:13:19,67,59,19,29,3
6/12/13,17:13:19,67,65,20,9,1
6/13/13,18:13:19,69,77,1,18,4
6/14/13,19:13:19,69,56,3,25,7
6/15/13,20:13:19,67,66,8,18,1
6/16/13,21:13:19,69,64,20,27,5
6/17/13,22:13:19,70,77,14,16,1
6/18/13,23:13:19,66,68,20,30,1
6/19/13,0:43:51,70,66,16,10,2
6/20/13,1:43:51,68,60,16,24,11
6/21/13,2:43:51,65,66,16,25,16
6/22/13,3:43:51,67,79,18,13,17
6/23/13,4:43:51,68,63,2,10,19
6/24/13,5:43:51,66,63,14,22,8
6/25/13,6:43:51,67,78,5,12,16
6/26/13,7:43:51,67,78,17,15,4
6/27/13,8:43:51,66,59,20,19,17
6/28/13,9:43:51,69,63,2,25,11
6/29/13,10:43:51,67,61,3,19,6
6/30/13,11:43:51,70,67,2,27,20
6/1/13,12:43:51,70,59,9,12,3
6/2/13,13:43:51,70,76,5,21,19
6/3/13,14:43:51,70,71,19,27,11
6/4/13,15:43:51,69,78,15,16,20
6/5/13,16:43:51,69,69,19,15,12
6/6/13,17:43:51,67,71,9,2,20
6/7/13,18:43:51,65,71,18,25,18
6/8/13,19:43:51,70,71,19,15,20
6/9/13,20:43:51,66,57,14,15,1
6/10/13,21:43:51,69,80,15,16,10
6/11/13,22:43:51,65,78,8,2,9
6/12/13,23:43:51,70,66,16,2,5
6/13/13,0:13:20,65,77,1,9,9
6/14/13,1:13:20,69,67,19,26,15
6/15/13,2:13:20,69,58,6,28,16
6/16/13,3:13:20,69,80,17,22,5
6/17/13,4:13:20,66,60,13,1,2
6/18/13,5:13:20,66,55,19,10,6
6/19/13,6:13:20,69,74,19,18,10
6/20/13,7:13:20,65,64,2,10,14
6/21/13,8:13:20,70,62,19,26,14
6/22/13,9:13:20,70,77,13,17,6
6/23/13,10:13:20,65,61,1,1,12
6/24/13,11:13:20,69,60,1,12,5
6/25/13,12:13:20,69,62,1,3,1
6/26/13,13:13:20,66,63,7,21,15
6/27/13,14:13:20,70,60,10,23,4
6/28/13,15:13:20,65,61,8,10,18
6/29/13,16:13:20,67,80,12,8,12
6/30/13,17:13:20,68,57,1,7,8
6/1/13,18:13:20,66,73,9,5,8
6/2/13,19:13:20,65,60,11,29,10
6/3/13,20:13:20,69,67,2,2,11
6/4/13,21:13:20,66,72,7,1,12
6/5/13,22:13:20,65,76,13,16,5
6/6/13,23:13:20,68,57,14,25,9
6/7/13,0:33:07,70,77,11,19,17
6/8/13,1:33:07,69,58,3,11,9
6/9/13,2:33:07,67,79,20,18,8
6/10/13,3:33:07,66,68,15,15,20
6/11/13,4:33:07,69,56,17,11,19
6/12/13,5:33:07,67,62,3,12,17
6/13/13,6:33:07,66,64,12,28,4
6/14/13,7:33:07,68,72,16,21,2
6/15/13,8:33:07,68,55,14,27,16
6/16/13,9:33:07,65,77,14,10,20
6/17/13,10:33:07,67,72,12,8,17
6/18/13,11:33:07,67,64,8,29,7
6/19/13,12:33:07,65,64,13,9,19
6/20/13,13:33:07,68,80,6,14,1
6/21/13,14:33:07,68,62,6,1,2
6/22/13,15:33:07,70,56,8,3,9
6/23/13,16:33:07,65,69,4,26,9
6/24/13,17:33:07,65,57,6,19,1
6/25/13,18:33:07,68,70,14,12,6
6/26/13,19:33:07,70,68,8,21,20
6/27/13,20:33:07,69,73,4,14,15
6/28/13,21:33:07,66,74,19,29,3
6/29/13,22:33:07,67,76,16,5,16
6/30/13,23:33:07,67,73,14,1,8
6/1/13,0:00:01,69,55,14,6,17
6/2/13,1:00:01,68,77,5,19,3
6/3/13,2:00:01,69,72,7,21,12
6/4/13,3:00:01,68,69,2,6,14
6/5/13,4:00:01,65,70,15,30,10
6/6/13,5:00:01,67,78,11,5,3
6/7/13,6:00:01,65,77,18,1,17
6/8/13,7:00:01,65,75,11,7,11
6/9/13,8:00:01,70,71,17,24,4
6/10/13,9:00:01,70,60,7,15,13
6/11/13,10:00:01,70,65,2,5,9
6/12/13,11:00:01,65,74,1,30,13
6/13/13,12:00:01,69,79,6,2,9
6/14/13,13:00:01,67,57,1,13,13
6/15/13,14:00:01,70,71,6,2,9
6/16/13,15:00:01,67,77,4,22,12
6/17/13,16:00:01,65,59,19,10,1
6/18/13,17:00:01,65,71,18,17,13
6/19/13,18:00:01,68,66,2,27,2
6/20/13,19:00:01,67,77,6,4,5
6/21/13,20:00:01,65,74,2,1,9
6/22/13,21:00:01,70,77,13,12,12
6/23/13,22:00:01,67,74,15,17,19
6/24/13,23:00:01,69,79,2,22,2
6/25/13,0:13:19,65,69,10,5,16
6/26/13,1:13:19,65,66,4,30,9
6/27/13,2:13:19,69,72,9,23,3
6/28/13,3:13:19,68,78,9,15,19
6/29/13,4:13:19,70,65,1,14,18
6/30/13,5:13:19,68,68,15,19,8
6/1/13,6:13:19,69,72,2,3,16
6/2/13,7:13:19,67,68,3,24,19
6/3/13,8:13:19,70,75,8,22,2
6/4/13,9:13:19,70,64,3,28,15
6/5/13,10:13:19,65,75,12,10,11
6/6/13,11:13:19,66,75,7,3,10
6/7/13,12:13:19,66,69,2,15,13
6/8/13,13:13:19,70,72,20,19,1
6/9/13,14:13:19,69,57,7,1,1
6/10/13,15:13:19,66,74,12,7,13
6/11/13,16:13:19,65,63,16,26,18
6/12/13,17:13:19,69,66,17,3,14
6/13/13,18:13:19,70,70,13,23,3
6/14/13,19:13:19,65,62,14,14,14
6/15/13,20:13:19,67,65,10,23,3
6/16/13,21:13:19,67,58,17,24,15
6/17/13,22:13:19,66,69,9,15,11
6/18/13,23:13:19,67,69,3,7,7
6/19/13,0:43:51,67,66,7,3,15
6/20/13,1:43:51,69,79,8,23,8
6/21/13,2:43:51,67,64,6,23,10
6/22/13,3:43:51,67,64,15,30,19
6/23/13,4:43:51,70,80,12,24,1
6/24/13,5:43:51,67,61,17,7,10
6/25/13,6:43:51,67,55,9,21,18
6/26/13,7:43:51,65,62,6,6,12
6/27/13,8:43:51,70,62,11,1,17
6/28/13,9:43:51,69,55,2,26,16
6/29/13,10:43:51,67,60,6,14,15
6/30/13,11:43:51,69,58,6,5,10
6/1/13,12:43:51,68,76,12,25,8
6/2/13,13:43:51,68,74,3,3,17
6/3/13,14:43:51,70,76,6,17,4
6/4/13,15:43:51,68,57,14,17,5
6/5/13,16:43:51,69,66,9,30,5
6/6/13,17:43:51,70,71,8,4,1
6/7/13,18:43:51,65,71,7,26,16
6/8/13,19:43:51,67,73,2,16,15
6/9/13,20:43:51,69,74,14,18,16
6/10/13,21:43:51,67,73,5,26,2
6/11/13,22:43:51,66,78,9,28,20
6/12/13,23:43:51,68,66,11,7,5
6/13/13,0:13:20,66,61,3,24,6
6/14/13,1:13:20,69,73,14,3,1
6/15/13,2:13:20,69,71,11,2,14
6/16/13,3:13:20,69,71,4,23,2
6/17/13,4:13:20,68,66,18,20,9
6/18/13,5:13:20,66,67,6,20,18
6/19/13,6:13:20,70,74,6,2,20
6/20/13,7:13:20,69,57,14,5,6
6/21/13,8:13:20,66,71,8,6,5
6/22/13,9:13:20,68,67,10,30,14
6/23/13,10:13:20,67,59,8,1,9
6/24/13,11:13:20,70,80,20,17,5
6/25/13,12:13:20,69,71,8,14,6
6/26/13,13:13:20,65,63,20,9,12
6/27/13,14:13:20,67,69,7,13,10
6/28/13,15:13:20,65,66,10,30,17
6/29/13,16:13:20,70,76,11,3,2
6/30/13,17:13:20,66,62,14,26,12
6/1/13,18:13:20,65,66,11,30,1
6/2/13,19:13:20,67,63,19,21,9
6/3/13,20:13:20,67,69,13,2,1
6/4/13,21:13:20,66,63,16,30,19
6/5/13,22:13:20,69,70,5,27,2
6/6/13,23:13:20,66,55,15,11,4
6/7/13,0:33:07,66,77,9,28,8
6/8/13,1:33:07,67,75,14,4,19
6/9/13,2:33:07,69,78,1,15,18
6/10/13,3:33:07,70,78,5,9,12
6/11/13,4:33:07,65,67,11,6,8
6/12/13,5:33:07,67,71,12,13,4
6/13/13,6:33:07,68,62,17,8,1
6/14/13,7:33:07,70,68,14,21,5
6/15/13,8:33:07,66,72,10,29,3
6/16/13,9:33:07,66,71,3,20,19
6/17/13,10:33:07,66,66,9,4,10
6/18/13,11:33:07,69,61,8,7,8
6/19/13,12:33:07,69,66,8,19,13
6/20/13,13:33:07,65,69,15,28,10
6/21/13,14:33:07,69,61,14,12,20
6/22/13,15:33:07,69,67,8,7,1
6/23/13,16:33:07,67,56,2,2,18
6/24/13,17:33:07,68,62,3,6,16
6/25/13,18:33:07,68,71,20,2,3
6/26/13,19:33:07,69,60,16,24,16
6/27/13,20:33:07,67,76,10,15,2
6/28/13,21:33:07,69,55,4,16,8
6/29/13,22:33:07,70,58,6,9,13
6/30/13,23:33:07,67,77,12,14,16
6/1/13,0:00:01,69,58,18,8,12
6/2/13,1:00:01,70,61,20,26,13
6/3/13,2:00:01,68,68,12,1,18
6/4/13,3:00:01,69,69,11,10,2
6/5/13,4:00:01,68,72,20,14,11
6/6/13,5:00:01,66,73,20,26,17
6/7/13,6:00:01,67,69,16,25,14
6/8/13,7:00:01,68,69,2,17,17
6/9/13,8:00:01,67,64,18,19,4
6/10/13,9:00:01,69,79,3,16,14
6/11/13,10:00:01,68,69,3,28,15
6/12/13,11:00:01,66,69,8,22,5
6/13/13,12:00:01,67,71,8,5,13
6/14/13,13:00:01,68,62,14,30,1
6/15/13,14:00:01,65,57,6,13,17
6/16/13,15:00:01,65,74,6,14,9
6/17/13,16:00:01,69,69,14,28,17
6/18/13,17:00:01,65,64,11,4,4
6/19/13,18:00:01,67,64,6,30,8
6/20/13,19:00:01,65,78,14,10,19
6/21/13,20:00:01,67,75,2,22,8
6/22/13,21:00:01,66,56,1,12,17
6/23/13,22:00:01,65,77,13,2,3
6/24/13,23:00:01,65,71,17,14,5
6/25/13,0:13:19,69,56,18,5,13
6/26/13,1:13:19,68,79,12,2,9
6/27/13,2:13:19,68,59,2,22,9
6/28/13,3:13:19,67,75,15,26,15
6/29/13,4:13:19,70,57,11,30,14
6/30/13,5:13:19,65,75,18,13,6
6/1/13,6:13:19,70,56,2,18,3
6/2/13,7:13:19,66,70,13,12,15
6/3/13,8:13:19,68,67,9,30,8
6/4/13,9:13:19,68,55,12,13,3
6/5/13,10:13:19,67,58,17,12,16
6/6/13,11:13:19,68,60,9,17,13
6/7/13,12:13:19,66,56,8,21,13
6/8/13,13:13:19,68,71,16,22,8
6/9/13,14:13:19,68,60,18,7,19
6/10/13,15:13:19,66,59,11,14,13
6/11/13,16:13:19,68,61,8,2,11
6/12/13,17:13:19,70,57,5,10,17
6/13/13,18:13:19,69,72,4,7,18
6/14/13,19:13:19,65,57,10,25,14
6/15/13,20:13:19,69,80,19,13,11
6/16/13,21:13:19,67,78,13,27,4
6/17/13,22:13:19,66,65,15,19,11
6/18/13,23:13:19,70,59,1,16,10
6/19/13,0:43:51,65,58,3,20,1
6/20/13,1:43:51,69,60,19,16,8
6/21/13,2:43:51,68,78,18,6,8
6/22/13,3:43:51,68,65,12,25,17
6/23/13,4:43:51,67,74,9,14,17
6/24/13,5:43:51,69,65,15,27,10
6/25/13,6:43:51,68,68,2,7,12
6/26/13,7:43:51,70,59,19,23,11
6/27/13,8:43:51,69,57,19,23,12
6/28/13,9:43:51,65,68,8,5,7
6/29/13,10:43:51,65,72,16,25,13
6/30/13,11:43:51,66,59,4,1,15
6/1/13,12:43:51,70,74,5,6,6
6/2/13,13:43:51,66,64,12,16,8
6/3/13,14:43:51,70,62,3,29,5
6/4/13,15:43:51,69,60,16,21,10
6/5/13,16:43:51,65,67,15,16,3
6/6/13,17:43:51,67,55,8,20,1
6/7/13,18:43:51,65,59,19,27,19
6/8/13,19:43:51,70,74,12,3,7
6/9/13,20:43:51,68,58,14,13,18
6/10/13,21:43:51,66,60,6,2,16
6/11/13,22:43:51,70,70,7,10,14
6/12/13,23:43:51,70,79,8,22,15
6/13/13,0:13:20,70,55,10,28,13
6/14/13,1:13:20,65,61,7,2,20
6/15/13,2:13:20,69,67,17,21,16
6/16/13,3:13:20,66,79,18,24,6
6/17/13,4:13:20,68,69,9,29,1
6/18/13,5:13:20,70,62,1,29,17
6/19/13,6:13:20,66,61,15,9,6
6/20/13,7:13:20,70,67,3,27,13
6/21/13,8:13:20,65,59,19,15,14
6/22/13,9:13:20,69,68,11,21,9
6/23/13,10:13:20,67,56,20,17,9
6/24/13,11:13:20,69,59,11,17,16
6/25/13,12:13:20,69,58,13,4,9
6/26/13,13:13:20,68,72,6,5,9
6/27/13,14:13:20,68,60,6,29,4
6/28/13,15:13:20,66,61,8,6,13
6/29/13,16:13:20,65,68,9,28,6
6/30/13,17:13:20,65,76,3,11,14
6/1/13,18:13:20,68,64,13,10,1
6/2/13,19:13:20,66,58,19,11,9
6/3/13,20:13:20,65,56,14,24,18
6/4/13,21:13:20,70,58,8,21,14
6/5/13,22:13:20,66,64,7,13,9
6/6/13,23:13:20,65,57,8,5,12
6/7/13,0:33:07,69,71,19,18,12
6/8/13,1:33:07,67,64,20,22,10
6/9/13,2:33:07,66,72,17,26,13
6/10/13,3:33:07,70,65,7,8,18
6/11/13,4:33:07,66,73,13,22,4
6/12/13,5:33:07,68,66,2,15,19
6/13/13,6:33:07,68,76,17,7,11
6/14/13,7:33:07,70,65,4,9,4
6/15/13,8:33:07,69,67,9,14,18
6/16/13,9:33:07,67,71,5,25,4
6/17/13,10:33:07,66,59,4,26,10
6/18/13,11:33:07,65,77,5,28,11
6/19/13,12:33:07,70,59,11,14,10
6/20/13,13:33:07,70,78,9,14,2
6/21/13,14:33:07,65,76,19,9,10
6/22/13,15:33:07,69,73,7,12,13
6/23/13,16:33:07,65,59,16,29,19
6/24/13,17:33:07,67,77,17,19,9
6/25/13,18:33:07,67,55,15,28,15
6/26/13,19:33:07,69,72,6,20,11
6/27/13,20:33:07,70,64,17,7,11
6/28/13,21:33:07,67,61,13,19,6
6/29/13,22:33:07,67,57,16,19,15
6/30/13,23:33:07,69,64,19,18,5
6/1/13,0:45:56,70,66,20,9,19
6/2/13,1:45:56,70,62,3,20,16
6/3/13,2:45:56,69,60,7,26,16
6/4/13,3:45:56,69,77,4,10,5
6/5/13,4:45:56,65,78,13,5,5
6/6/13,5:45:56,66,56,20,26,15
6/7/13,6:45:56,66,78,3,8,11
6/8/13,7:45:56,67,74,4,27,6
6/9/13,8:45:56,69,55,13,15,17
6/10/13,9:45:56,66,59,8,29,5
6/11/13,10:45:56,65,69,9,21,2
6/12/13,11:45:56,65,78,17,22,4
6/13/13,12:45:56,66,68,4,15,13
6/14/13,13:45:56,65,69,7,13,3
6/15/13,14:45:56,68,67,11,18,5
6/16/13,15:45:56,69,68,7,17,20
6/17/13,16:45:56,65,74,5,25,20
6/18/13,17:45:56,69,78,8,8,7
6/19/13,18:45:56,68,56,8,20,10
6/20/13,19:45:56,69,70,9,28,19
6/21/13,20:45:56,68,64,10,6,5
6/22/13,21:45:56,66,60,2,5,12
6/23/13,22:45:56,65,75,16,3,3
6/24/13,23:45:56,70,77,13,28,1
6/25/13,0:45:56,68,74,9,1,11
6/26/13,1:45:56,65,77,16,20,2
6/27/13,2:45:56,67,67,20,3,20
6/28/13,3:45:56,67,73,3,16,20
6/29/13,4:45:56,65,60,18,21,3
6/30/13,5:45:56,67,73,17,8,3
6/1/13,6:45:56,69,57,12,6,19
6/2/13,7:45:56,67,66,1,8,4
6/3/13,8:45:56,69,80,6,22,16
6/4/13,9:45:56,65,67,16,23,5
6/5/13,10:45:56,70,57,19,18,18
6/6/13,11:45:56,68,64,19,27,14
6/7/13,12:45:56,67,65,19,18,2
6/8/13,13:45:56,65,78,2,2,13
6/9/13,14:45:56,68,80,8,14,16
6/10/13,15:45:56,65,76,14,20,14
6/11/13,16:45:56,68,58,3,12,10
6/12/13,17:45:56,69,64,12,13,12
6/13/13,18:45:56,70,55,3,29,4
6/14/13,19:45:56,67,55,13,30,5
6/15/13,20:45:56,65,80,12,15,9
6/16/13,21:45:56,69,70,8,22,13
6/17/13,22:45:56,69,68,13,6,17
6/18/13,23:45:56,69,78,9,30,2
6/19/13,0:45:56,65,75,9,22,12
6/20/13,1:45:56,70,60,2,17,15
6/21/13,2:45:56,67,70,19,13,15
6/22/13,3:45:56,69,78,13,29,2
6/23/13,4:45:56,69,70,5,3,20
6/24/13,5:45:56,68,72,6,5,16
6/25/13,6:45:56,67,62,9,7,17
6/26/13,7:45:56,65,71,20,14,5
6/27/13,8:45:56,67,76,18,29,10
6/28/13,9:45:56,70,68,7,14,20
6/29/13,10:45:56,65,80,10,22,16
6/30/13,11:45:56,68,57,4,11,10
6/1/13,12:45:56,65,74,2,27,9
6/2/13,13:45:56,70,62,14,16,5
6/3/13,14:45:56,69,57,7,2,20
6/4/13,15:45:56,66,70,15,25,16
6/5/13,16:45:56,70,61,18,20,5
6/6/13,17:45:56,65,63,4,28,7
6/7/13,18:45:56,66,62,18,21,17
6/8/13,0:00:01,70,68,11,26,10
6/9/13,1:00:01,70,56,15,15,10
6/10/13,2:00:01,66,73,5,9,17
6/11/13,3:00:01,68,62,9,22,19
6/12/13,4:00:01,66,70,17,25,19
6/13/13,5:00:01,69,63,1,15,16
6/14/13,6:00:01,65,75,13,12,9
6/15/13,7:00:01,65,66,5,14,17
6/16/13,8:00:01,67,58,3,12,11
6/17/13,9:00:01,68,63,17,18,8
6/18/13,10:00:01,67,58,14,11,6
6/19/13,11:00:01,70,74,4,19,3
6/20/13,12:00:01,65,74,18,29,8
6/21/13,13:00:01,70,63,6,22,18
6/22/13,14:00:01,66,77,14,8,5
6/23/13,15:00:01,68,66,10,29,18
6/24/13,16:00:01,68,63,8,19,17
6/25/13,17:00:01,65,69,3,9,18
6/26/13,18:00:01,67,56,1,28,12
6/27/13,19:00:01,66,62,16,6,17
6/28/13,20:00:01,68,77,3,15,15
6/29/13,21:00:01,70,57,11,27,19
6/30/13,22:00:01,69,68,4,20,3
6/1/13,23:00:01,69,79,5,10,15
6/2/13,0:13:19,70,74,2,27,7
6/3/13,1:13:19,69,66,3,15,17
6/4/13,2:13:19,65,62,8,12,18
6/5/13,3:13:19,66,66,13,24,6
6/6/13,4:13:19,67,77,14,11,7
6/7/13,5:13:19,68,64,6,6,1
6/8/13,6:13:19,65,79,3,4,2
6/9/13,7:13:19,67,80,10,10,20
6/10/13,8:13:19,70,77,14,28,4
6/11/13,9:13:19,69,76,17,24,11
6/12/13,10:13:19,65,68,6,18,12
6/13/13,11:13:19,66,62,13,17,9
6/14/13,12:13:19,68,80,4,14,7
6/15/13,13:13:19,67,75,11,23,3
6/16/13,14:13:19,69,73,5,23,5
6/17/13,15:13:19,66,62,6,8,20
6/18/13,16:13:19,70,71,12,1,6
6/19/13,17:13:19,67,69,12,23,18
6/20/13,18:13:19,70,56,11,6,9
6/21/13,19:13:19,68,80,9,1,5
6/22/13,20:13:19,69,62,4,14,18
6/23/13,21:13:19,69,63,9,12,7
6/24/13,22:13:19,70,75,15,9,13
6/25/13,23:13:19,67,55,10,6,2
6/26/13,0:43:51,68,80,15,7,17
6/27/13,1:43:51,70,58,3,28,16
6/28/13,2:43:51,67,71,1,2,15
6/29/13,3:43:51,70,79,5,13,18
6/30/13,4:43:51,67,61,13,22,6
6/1/13,5:43:51,67,75,10,22,15
6/2/13,6:43:51,68,57,12,14,15
6/3/13,7:43:51,69,69,6,15,6
6/4/13,8:43:51,67,61,14,30,10
6/5/13,9:43:51,70,59,12,22,18
6/6/13,10:43:51,65,78,20,24,12
6/7/13,11:43:51,65,65,7,28,5
6/8/13,12:43:51,68,76,12,17,16
6/9/13,13:43:51,65,73,17,24,18
6/10/13,14:43:51,69,59,9,24,13
6/11/13,15:43:51,69,67,15,29,3
6/12/13,16:43:51,68,67,5,17,11
6/13/13,17:43:51,65,77,1,14,14
6/14/13,18:43:51,67,67,20,11,17
6/15/13,19:43:51,70,75,4,9,5
6/16/13,20:43:51,68,67,6,24,16
6/17/13,21:43:51,67,71,3,3,18
6/18/13,22:43:51,68,78,2,4,6
6/19/13,23:43:51,68,61,6,17,6
6/20/13,0:13:20,70,80,13,24,7
6/21/13,1:13:20,68,66,9,21,20
6/22/13,2:13:20,67,63,3,4,13
6/23/13,3:13:20,69,66,7,20,12
6/24/13,4:13:20,67,77,15,24,16
6/25/13,5:13:20,67,69,15,12,2
6/26/13,6:13:20,69,69,1,13,8
6/27/13,7:13:20,65,67,3,10,10
6/28/13,8:13:20,67,73,3,19,7
6/29/13,9:13:20,70,77,6,30,2
6/30/13,10:13:20,69,77,5,7,3
6/1/13,11:13:20,65,65,6,8,12
6/2/13,12:13:20,66,66,17,15,12
6/3/13,13:13:20,66,63,4,18,16
6/4/13,14:13:20,65,64,7,23,13
6/5/13,15:13:20,66,72,12,1,9
6/6/13,16:13:20,65,76,12,28,1
